1.57785683312	1025.27917299	0.0
1.87961238105	1025.80554017	0.0
2.07925086725	1026.27758608	0.0
2.16193586047	1026.81115541	0.0
2.17036610463	1027.40734682	0.0
2.18692999642	1027.92980775	0.0
2.28354221146	1028.92053041	0.0
2.28964620427	1029.46313295	0.0
1.71071654191	1031.50439271	0.0
1.03462105588	1033.14440736	0.0
0.869974369358	1033.63598451	0.0
1.02407902101	1033.13464174	0.0
1.17454248137	1032.65685854	0.0
1.33099013142	1032.16003236	0.0
1.15748899622	1032.70055971	0.0
1.01268296904	1033.29443178	0.0
1.00719838898	1033.88793763	0.0
1.07037478301	1034.39892397	0.0
1.21914022736	1035.05309877	0.0
1.39909964235	1035.61083803	0.0
1.60221462959	1036.12768373	0.0
1.80426126154	1036.70702943	0.0
1.96922832291	1037.25048646	0.0
2.10388451332	1037.73498353	0.0
2.27652984409	1038.40734681	0.0
2.44517331786	1039.1088849	0.0
2.71929174114	1040.31359681	0.0
2.83484059136	1040.83630189	0.0
2.99094825546	1041.55138979	0.0
3.15891605237	1042.32812319	0.0
3.27956968045	1042.88744935	0.0
3.34886461071	1043.56701478	0.0
3.53314929752	1044.06628236	0.0
3.70129519346	1044.84997377	0.0
3.84406548267	1045.58410463	0.0
3.91128664633	1046.74462709	0.0
4.05491596024	1047.54089174	0.0
4.08167176985	1048.57983217	0.0
4.06298309006	1049.43896303	0.0
3.97962981119	1050.62524233	0.0
3.87112265261	1051.81091127	0.0
3.82576161058	1052.40942201	0.0
3.78997236019	1052.91711244	0.0
3.6863031942	1054.52709779	0.0
3.64616661804	1055.19311342	0.0
3.5914009171	1056.1356183	0.0
3.54608422093	1057.4871808	0.0
3.55505710427	1058.308714	0.0
3.58817892888	1059.09692201	0.0
3.62804275349	1059.69799623	0.0
3.62804275349	1060.81298647	0.0
3.86885910644	1061.84374818	0.0
4.02317672619	1062.80383119	0.0
4.26435190055	1064.30822572	0.0
4.36434322136	1064.95873842	0.0
4.58155685145	1066.39929018	0.0
4.67511897773	1067.02612123	0.0
4.76659398928	1067.64086733	0.0
4.84632020799	1068.17382631	0.0
4.93035083619	1068.68432435	0.0
5.05468803144	1069.35168275	0.0
5.34710221947	1070.83508119	0.0
5.53822999756	1071.87145814	0.0
5.76027971023	1073.1097394	0.0
5.76027971023	1073.66625795	0.0
5.99499564857	1074.42199525	0.0
6.12885814352	1075.17004213	0.0
6.262864644	1075.91882142	0.0
6.53077655629	1077.41296205	0.0
6.71076064761	1078.41699037	0.0
6.90203529026	1079.48376283	0.0
7.04723172955	1080.29418764	0.0
7.04723172955	1081.80651674	0.0
7.43301540142	1082.44775209	0.0
7.54221540259	1083.05785951	0.0
7.65361696103	1083.67968568	0.0
7.92480569513	1085.20043764	0.0
8.10466962488	1086.21008119	0.0
8.31816774112	1087.25256166	0.0
8.43590265064	1087.7639142	0.0
8.64213185961	1088.58556947	0.0
