2.1600075328	1069.68823061	0.0
2.35706048785	1069.58813295	0.0
2.53911619977	1069.49560365	0.0
2.72162323853	1069.40270815	0.0
2.90194445295	1069.28747377	0.0
3.11487251008	1069.1804181	0.0
3.32960038952	1069.06970033	0.0
3.49490314262	1068.9481183	0.0
3.68426852894	1068.85033998	0.0
3.9041657999	1068.73107728	0.0
4.09557109518	1068.62756166	0.0
4.30961232906	1068.51171693	0.0
4.49180322379	1068.41369447	0.0
4.73139196268	1068.24096498	0.0
4.94388967264	1068.12841615	0.0
5.15468173852	1068.00878725	0.0
5.34896569903	1067.89929017	0.0
5.58862024121	1067.76428041	0.0
5.82377153292	1067.63183412	0.0
6.01621061069	1067.52343568	0.0
6.29583030508	1067.36572084	0.0
6.54505162936	1067.22521791	0.0
6.72660451662	1067.12280092	0.0
6.86632877047	1066.97241029	0.0
7.09143691784	1066.91699037	0.0
7.27237754595	1066.81481752	0.0
7.45156675036	1066.71398744	0.0
7.67592912383	1066.58727845	0.0
7.8992338719	1066.46105775	0.0
8.10438447708	1066.34545717	0.0
8.29704576189	1066.23705873	0.0
8.51045041828	1066.11706361	0.0
8.77778440347	1065.96606264	0.0
9.01063161518	1065.83190736	0.0
9.22575383994	1065.69323549	0.0
9.41528993478	1065.58459291	0.0
9.60123067559	1065.47961244	0.0
9.89536958578	1065.31103334	0.0
10.0806685038	1065.20409975	0.0
10.2851343714	1065.08617982	0.0
10.5893250054	1064.91113099	0.0
10.8591700158	1064.75585756	0.0
11.0330830162	1064.65539369	0.0
11.231360491	1064.54040346	0.0
11.4404850546	1064.41918764	0.0
11.7040739608	1064.26733216	0.0
11.9511576244	1064.12609682	0.0
12.2509251198	1063.95544252	0.0
12.4524489	1063.86816225	0.0
12.6487379624	1063.76342592	0.0
12.8578415457	1063.64282045	0.0
13.1125870295	1063.49926576	0.0
13.4104166592	1063.33373842	0.0
13.6791296545	1063.183714	0.0
13.8155956821	1063.0217267	0.0
14.0441761565	1062.97997865	0.0
14.2716637208	1062.85388002	0.0
14.4754934866	1062.74072084	0.0
14.6805944999	1062.62707338	0.0
14.8911362237	1062.51013002	0.0
15.1359062749	1062.37414369	0.0
15.3398781382	1062.26122865	0.0
